#timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1276880898058	3.173541	1.7570249	9.915613	0.75165844	0.0	-19.625	9.5625	-50.125	1.2749603	1.2200861	-1.0651567
1276880898088	2.8330324	1.8387469	9.697687	0.4623413	0.0	-18.875	9.3125	-50.375	1.2304968	1.2356619	-0.9950974
1276880898118	3.173541	1.7978859	9.697687	0.55428123	0.0	-19.125	9.0625	-50.375	1.219748	1.2110498	-1.0553557
1276880898148	3.0645783	1.7570249	9.956474	0.75792027	0.0	-19.375	8.8125	-50.625	1.2775801	1.2298543	-1.0502155
1276880898190	3.636633	1.4982382	9.534244	0.5070114	0.0	-19.375	8.0625	-50.125	1.2220532	1.1795347	-1.1800009
1276880898228	4.0588636	1.7297841	8.730643	-0.024490356	0.0	-19.625	8.0625	-49.875	1.0237545	1.1028727	-1.1679313
1276880898268	3.6774938	1.7570249	8.962189	0.03875065	0.0	-19.875	7.8125	-49.875	1.128934	1.1439887	-1.125084
1276880898298	3.6774938	1.4165162	9.534244	0.5099516	0.0	-20.625	7.8125	-49.625	1.320153	1.1788442	-1.2031262
1276880898328	3.9499009	1.607201	9.425281	0.5384321	0.0	-21.875	7.8125	-49.625	1.2773228	1.145916	-1.1843588
1276880898358	3.759216	2.152015	9.615966	0.7398977	0.0	-22.625	7.5625	-48.375	1.2767577	1.1475595	-1.0508702
1276880898388	2.9556155	1.9885708	10.038197	0.8448973	0.0	-23.625	7.8125	-48.125	1.4829568	1.2297846	-0.9785519
1276880898428	2.9147544	1.6889231	9.997335	0.7429924	0.0	-24.125	7.8125	-47.625	1.6164674	1.2457842	-1.0456322
1276880898470	4.0588636	2.152015	9.466142	0.71539307	0.0	-24.625	7.5625	-47.375	1.3390573	1.1189642	-1.0832806
1276880898512	4.0588636	2.070293	8.921328	0.21086311	0.0	-25.4375	7.5625	-47.875	1.321627	1.0986036	-1.0991275
1276880898548	3.636633	1.7978859	8.894087	-0.031054497	0.0	-25.4375	6.8125	-47.125	1.4814733	1.1428635	-1.1116532
1276880898578	3.568531	1.7978859	8.812365	-0.13067055	0.0	-26.1875	5.8125	-46.875	1.5448803	1.1450882	-1.1041
1276880898608	3.5957718	2.2201166	9.234595	0.34895134	0.0	-26.4375	5.0625	-46.625	1.4959342	1.1416241	-1.0176634
1276880898648	3.5276701	2.3426998	9.343558	0.4517498	0.0	-26.6875	4.0625	-46.625	1.5132856	1.1452668	-0.9845779
1276880898688	3.636633	2.070293	8.853226	-0.014264107	0.0	-27.1875	3.3125	-46.875	1.5614933	1.129252	-1.0532651
1276880898718	3.759216	2.2201166	8.771504	-0.008695602	0.0	-27.4375	2.8125	-46.625	1.5155324	1.1089658	-1.0373323
1276880898758	3.6774938	2.2609777	8.853226	0.042999268	0.0	-28.1875	2.8125	-46.625	1.5605437	1.1171079	-1.0195547
1276880898788	3.6774938	2.4925237	9.00305	0.23284912	0.0	-28.9375	2.5625	-46.125	1.5588592	1.1123989	-0.9751408
1276880898818	3.8681788	2.4925237	8.730643	0.06247425	0.0	-29.6875	1.8125	-45.875	1.5604517	1.0857259	-0.9983918
1276880898848	3.990762	2.2201166	8.539958	-0.12233353	0.0	-29.9375	1.5625	-45.875	1.6189741	1.079737	-1.0631185
1276880898878	3.8681788	2.1111538	8.662541	-0.08762741	0.0	-30.1875	1.5625	-45.125	1.7267699	1.100199	-1.071203
1276880898909	3.6774938	1.920469	8.62168	-0.23870754	0.0	-30.4375	1.8125	-45.125	1.8196709	1.1223015	-1.0895294
1276880898948	3.759216	2.2201166	8.499097	-0.25179386	0.0	-30.1875	2.8125	-45.125	1.6398934	1.0962616	-1.0373323
1276880898979	3.5276701	2.6423476	8.430995	-0.29307365	0.0	-30.1875	3.8125	-45.375	1.4936173	1.0890921	-0.92791325
1276880899019	3.405087	2.6014864	8.349273	-0.42194366	0.0	-29.4375	4.0625	-45.875	1.4608086	1.0966173	-0.9183953
1276880899069	3.636633	2.7240696	8.62168	-0.06093216	0.0	-28.6875	4.3125	-45.875	1.4093399	1.0857716	-0.9278947
1276880899108	3.405087	3.1463003	8.471856	-0.14920902	0.0	-28.1875	4.5625	-45.875	1.2861432	1.0700742	-0.8248787
1276880899138	3.2961242	3.0645783	8.240311	-0.41735935	0.0	-27.6875	4.0625	-46.125	1.271248	1.0708925	-0.8217847
1276880899178	2.5333846	2.5606253	7.9270425	-1.0995932	0.0	-27.1875	3.8125	-46.375	1.3802949	1.1442881	-0.7800506
1276880899208	2.3699405	3.718355	8.962189	0.18152332	0.0	-25.9375	2.8125	-47.125	1.1514926	1.1135691	-0.5674399
1276880899238	1.7978859	3.2961242	9.00305	-0.052075386	0.0	-24.125	1.8125	-48.125	1.1704719	1.1756928	-0.49934673
1276880899268	1.2258313	2.7649305	8.008764	-1.24582	0.0	-22.125	0.3125	-48.875	1.14849	1.2097073	-0.41730982
1276880899309	0.88532263	2.4108016	6.891896	-2.451789	0.0	-20.375	-0.9375	-50.375	1.074409	1.2140932	-0.35194272
1276880899348	0.313268	4.1814466	6.6331096	-1.9593086	0.0	-18.625	-2.9375	-51.125	0.6596348	1.0070672	-0.07477888
1276880899398	0.3405087	5.012288	8.539958	0.1014204	0.0	-17.125	-6.4375	-51.375	0.7063684	1.039043	-0.067830555
1276880899452	-2.1111538	5.706926	6.0201936	-1.2469358	0.0	-12.8125	-10.1875	-51.125	0.44332194	0.780053	0.35431692
1276880899499	-3.0645783	8.117727	7.273266	1.5154314	0.0	-6.3125	-14.25	-50.875	0.33074987	0.6976213	0.36097535
1276880899538	-3.9771416	6.891896	8.390134	1.7566643	0.0	0.75	-17.25	-49.625	0.333179	0.8118799	0.52339244
1276880899578	-4.944186	5.829509	6.932757	0.5128107	0.0	8.8125	-19.0	-48.375	0.24505277	0.7366548	0.70340794
1276880899608	-6.5513873	6.238119	7.7363577	2.0965443	0.0	15.375	-18.75	-46.875	0.14786413	0.70750505	0.8098874
1276880899642	-6.782933	5.9793324	8.076866	2.3175554	0.0	20.375	-17.25	-44.875	-0.03399224	0.72907084	0.8482821
1276880899678	-5.6252036	4.7535014	7.504812	0.7081442	0.0	25.6875	-14.5	-43.625	-0.5086663	0.7948212	0.869191
1276880899709	-7.3549876	3.7864566	6.701211	0.83944416	0.0	29.9375	-10.4375	-41.875	-0.3332615	0.6808484	1.0953672
1276880899748	-8.880466	3.568531	6.1700177	1.5804567	0.0	33.4375	-7.1875	-39.875	-0.36332625	0.57262766	1.1887044
1276880899795	-8.240311	2.9556155	7.4639506	1.6976509	0.0	36.5	-4.1875	-38.375	-0.94996727	0.7060018	1.2264118
1276880899859	-9.534244	2.6832085	7.3141265	2.5058575	0.0	37.75	-1.9375	-36.5625	-0.8387447	0.63607216	1.2964634
1276880899888	-8.049625	1.0351465	6.2108784	0.41308594	0.0	38.75	-0.6875	-34.5625	-0.81234473	0.6532037	1.4429026
1276880899928	-7.9679036	0.313268	6.3607025	0.39355373	0.0	39.5	0.5625	-34.5625	-0.71786267	0.67332125	1.5315003
1276880899979	-8.430995	1.1441092	4.5219555	-0.17136383	0.0	39.75	0.8125	-33.5625	-0.5020911	0.48851147	1.4359175
1276880900013	-8.689782	0.10896278	3.636633	-0.3859663	0.0	40.25	1.3125	-33.5625	-0.11721403	0.39632022	1.5582578
1276880900048	-9.043911	-0.50395286	3.336985	-0.15357971	0.0	40.0	2.3125	-34.3125	-0.0045488155	0.35297573	1.6264616
1276880900088	-9.193735	-2.4108016	3.2961242	0.25322914	0.0	39.25	3.0625	-33.8125	0.3484332	0.33381572	1.8272448
1276880900118	-10.337844	-2.3426998	2.8330324	1.1653748	0.0	38.5	4.0625	-34.3125	0.1933526	0.2611638	1.7936465
1276880900148	-10.760075	-3.1463003	3.1054392	1.8261547	0.0	38.0	4.8125	-34.5625	0.2548065	0.27023232	1.8552709
1276880900178	-10.378705	-2.4516625	3.0237172	1.2780704	0.0	37.75	5.0625	-34.8125	0.16063747	0.27628398	1.8027645
1276880900208	-10.18802	-1.9477097	2.7240696	0.9176159	0.0	38.0	5.3125	-35.3125	0.07835935	0.25682387	1.7596935
1276880900238	-9.466142	-1.8387469	1.8387469	0.010163307	0.0	39.0	5.3125	-35.3125	0.081115805	0.18841876	1.7626518
1276880900268	-9.80665	-2.070293	2.7649305	0.59052944	0.0	39.5	4.3125	-34.8125	0.1693186	0.2691694	1.7788525
1276880900321	-10.310603	-0.9125633	3.405087	1.0899515	0.0	40.0	2.8125	-34.8125	0.035279073	0.31781393	1.6590736
1276880900363	-12.762266	0.313268	3.1463003	3.3414593	0.0	40.5	-0.4375	-34.3125	-0.023550186	0.24164152	1.5462549
1276880900416	-11.454713	1.3756552	1.1168685	1.7843056	0.0	40.75	-3.9375	-33.0625	-0.032771178	0.096506625	1.4512737
1276880900448	-8.921328	1.607201	0.08172209	-0.7413397	0.0	41.5	-7.4375	-31.8125	-0.0012160052	0.009014936	1.3925555
1276880900478	-9.043911	-0.23154591	2.0294318	-0.53494453	0.0	42.5	-10.4375	-29.8125	0.52594924	0.22067101	1.5963931
1276880900526	-8.349273	-1.1168685	1.9477097	-1.1607647	0.0	43.75	-11.9375	-27.8125	0.783911	0.22722623	1.7037753
1276880900559	-5.09401	-0.23154591	1.4165162	-4.514291	0.0	44.0	-14.75	-26.0625	0.8909701	0.2709564	1.6162196
1276880900591	-6.3607025	0.84446156	1.9885708	-3.089056	0.0	43.0	-17.5	-25.3125	0.8213104	0.30052766	1.4388058
1276880900628	-5.5571017	2.0294318	3.0645783	-3.1439471	0.0	42.0	-20.75	-25.3125	1.3660051	0.4779504	1.2206484
1276880900665	-6.0882955	2.6832085	3.486809	-2.2950068	0.0	39.25	-23.5	-26.0625	1.2298983	0.48271677	1.1556898
1276880900698	-7.9679036	3.759216	3.9090397	-0.16819668	0.0	37.0	-25.5	-27.3125	0.8059758	0.41759917	1.1299664
1276880900738	-9.043911	3.759216	3.6774938	0.6550894	0.0	35.75	-26.75	-28.0625	0.7818209	0.35919252	1.176861
1276880900768	-8.390134	4.7535014	2.2609777	0.098002434	0.0	33.9375	-27.5	-28.3125	0.38562515	0.23030484	1.0553292
1276880900808	-7.43671	4.671779	1.2258313	-0.9391346	0.0	33.4375	-28.5	-28.5625	0.27750325	0.13868253	1.0098956
1276880900848	-7.6546354	4.7943625	1.4573772	-0.65769863	0.0	32.6875	-29.25	-28.5625	0.3357989	0.15997593	1.0112379
1276880900888	-7.082581	4.099725	1.9477097	-1.3944998	0.0	31.6875	-30.25	-28.8125	0.51591724	0.23365556	1.0460763
1276880900928	-7.6954966	4.671779	1.6480621	-0.6544752	0.0	30.4375	-31.5	-29.0625	0.48822576	0.18106094	1.0251875
