#timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1277137834879	2.0294318	1.4982382	10.337844	0.83451176	0.0	-25.6875	-1.625	-40.8125	2.2533603	1.3314612	-0.9348545
1277137834909	1.9885708	1.56634	9.80665	0.3214407	0.0	-25.4375	-1.875	-41.5625	2.186082	1.3181825	-0.9036183
1277137834939	1.9885708	0.92618364	9.084772	-0.46077824	0.0	-26.6875	-1.125	-41.0625	2.5211086	1.333864	-1.1349194
1277137834969	3.5276701	-0.10896278	9.425281	0.25775433	0.0	-28.4375	0.375	-39.8125	-3.1018977	1.2125028	-1.6016746
1277137835009	4.140586	-0.3405087	6.66035	-1.9567676	0.0	-29.6875	0.875	-38.8125	-2.8159482	1.013078	-1.6528485
1277137835049	2.4516625	0.38136974	9.915613	0.4146738	0.0	-30.9375	1.125	-37.5	2.861359	1.3256049	-1.4164776
1277137835089	2.6832085	0.88532263	10.841797	1.3972759	0.0	-31.9375	0.625	-37.25	2.6493118	1.3158559	-1.2520945
1277137835129	3.568531	0.6537767	8.240311	-0.80306435	0.0	-31.9375	0.375	-38.0625	2.7115672	1.156067	-1.3895997
1277137835161	3.2961242	0.7627395	10.079058	0.8250761	0.0	-31.6875	-0.375	-37.8125	2.768438	1.2469455	-1.3433939
1277137835199	2.3018389	1.1168685	10.147159	0.65808487	0.0	-30.6875	-1.375	-38.3125	2.547146	1.3238063	-1.119053
1277137835249	3.7864566	0.6537767	9.275456	0.23320961	0.0	-29.4375	-2.375	-39.0625	2.9266648	1.1780543	-1.3998202
1277137835292	2.070293	1.9885708	10.269742	0.8567505	0.0	-28.4375	-3.875	-39.3125	2.1783662	1.29823	-0.80552965
1277137835329	1.9885708	2.3018389	10.528529	1.1524925	0.0	-27.4375	-5.125	-40.3125	2.0820644	1.2895396	-0.7125116
1277137835369	2.070293	2.0294318	9.575105	0.19771576	0.0	-26.6875	-5.875	-40.3125	2.1977413	1.2767972	-0.7953646
1277137835409	1.9885708	1.7978859	9.302697	-0.12538052	0.0	-26.1875	-6.625	-40.5625	2.3173897	1.2902213	-0.8357154
1277137835449	1.920469	1.9477097	9.575105	0.15148258	0.0	-25.6875	-6.875	-40.8125	2.2485726	1.2925409	-0.7783561
1277137835489	1.8387469	2.1111538	9.697687	0.2870655	0.0	-25.1875	-6.625	-41.0625	2.1368604	1.2897469	-0.7165417
1277137835529	1.6889231	2.3699405	9.997335	0.6056404	0.0	-24.625	-6.875	-42.0625	1.9994516	1.2875297	-0.61916137
1277137835569	1.7297841	2.2609777	9.765789	0.3656063	0.0	-23.875	-7.125	-42.0625	2.0492191	1.2871505	-0.6530702
1277137835609	1.5390993	2.4925237	9.765789	0.3890419	0.0	-23.625	-7.875	-42.3125	1.9385059	1.2793694	-0.553178
1277137835650	1.334794	2.5333846	9.575105	0.18746567	0.0	-24.125	-8.625	-42.5625	1.898531	1.2802036	-0.48492098
1277137835699	1.1441092	2.5333846	9.152874	-0.24097633	0.0	-23.625	-9.375	-42.8125	1.8485229	1.2759461	-0.42419443
1277137835740	2.0294318	2.1792557	9.507003	0.1558218	0.0	-23.125	-9.625	-43.0625	2.2797523	1.2672467	-0.7498145
1277137835779	1.5390993	2.3018389	10.419566	0.9745674	0.0	-23.125	-9.625	-42.8125	2.154316	1.3110509	-0.58936685
1277137835809	1.1849703	2.1792557	9.765789	0.26925945	0.0	-22.125	-9.125	-43.0625	2.027674	1.322049	-0.49803206
1277137835849	1.0760075	2.152015	9.112013	-0.38233376	0.0	-22.375	-8.875	-43.0625	1.9479905	1.3126386	-0.4636476
1277137835879	1.1441092	2.1792557	9.534244	0.04017353	0.0	-22.625	-8.375	-43.3125	1.9556063	1.3181558	-0.48344702
1277137835919	1.1849703	1.9885708	9.724928	0.18998909	0.0	-22.875	-7.875	-43.8125	2.0353334	1.3371116	-0.53739226
1277137835960	1.3075534	1.920469	9.915613	0.3775177	0.0	-23.625	-7.625	-43.8125	2.108539	1.3406376	-0.59775835
