#timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1276792540293	3.214402	3.445948	8.008764	-0.514328	0.0	-20.0625	-3.125	-47.875	0.87297785	1.0389436	-0.75064737
1276792540343	3.2961242	3.3778462	7.7772183	-0.7094307	0.0	-20.3125	-2.125	-48.125	0.84692055	1.0253592	-0.7731539
1276792540373	3.255263	3.486809	7.8589406	-0.6133089	0.0	-19.5625	-1.0625	-48.375	0.8060695	1.0252643	-0.75106823
1276792540413	3.214402	3.336985	7.7363577	-0.7889414	0.0	-20.0625	-1.625	-48.6875	0.83461654	1.0311826	-0.7666893
1276792540443	3.255263	3.445948	7.6954966	-0.76828957	0.0	-20.5625	-1.875	-48.125	0.8476358	1.0186986	-0.75695056
1276792540473	3.173541	3.486809	7.9679036	-0.54831886	0.0	-20.5625	-2.125	-48.6875	0.8739447	1.0364856	-0.738398
1276792540506	3.255263	3.568531	7.7772183	-0.6515274	0.0	-20.8125	-2.625	-48.6875	0.84293646	1.0150248	-0.73952216
1276792540549	3.3778462	3.568531	7.7772183	-0.6072273	0.0	-20.3125	-3.125	-48.125	0.81069714	1.007319	-0.75795406
1276792540583	3.3778462	3.486809	7.9679036	-0.47631454	0.0	-20.0625	-2.875	-47.875	0.8354494	1.0235839	-0.7695265
1276792540623	3.3778462	3.3778462	7.7772183	-0.6795025	0.0	-20.0625	-2.875	-47.125	0.84227157	1.0199796	-0.7853982
1276792540663	3.336985	3.255263	7.7772183	-0.7392731	0.0	-20.5625	-2.625	-46.625	0.90636766	1.0308071	-0.79779416
1276792540703	3.405087	3.336985	7.8861814	-0.59134007	0.0	-20.5625	-2.125	-46.875	0.8908296	1.0270364	-0.79549885
1276792540733	3.445948	3.405087	7.9679036	-0.4815941	0.0	-21.0	-2.125	-46.875	0.90938866	1.0245138	-0.7913623
1276792540773	3.445948	3.3778462	7.9270425	-0.52643394	0.0	-21.0	-1.875	-47.375	0.89545447	1.0239857	-0.79537785
