#timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1276873067161	2.1111538	0.313268	0.0	-7.6723804	0.0	-18.9375	-16.625	0.0	-1.5707964	0.0	-1.4234842
1276873067200	2.2609777	0.313268	9.275456	-0.25446415	0.0	-18.6875	-17.125	-40.3125	-2.2064698	1.3295028	-1.4331187
1276873067239	2.2201166	0.38136974	9.275456	-0.26157475	0.0	-18.6875	-17.6875	-40.0625	-2.2428799	1.3325489	-1.4006776
1276873067269	2.0294318	0.50395286	9.343558	-0.23196316	0.0	-19.1875	-17.6875	-40.0625	-2.396016	1.350627	-1.3273975
1276873067309	2.0294318	0.5720546	9.234595	-0.33439636	0.0	-19.4375	-17.4375	-40.0625	-2.4511569	1.3463165	-1.2960459
1276873067339	2.1111538	0.53119355	9.193735	-0.35869312	0.0	-19.1875	-17.9375	-39.8125	-2.374687	1.3382919	-1.3243002
1276873067369	2.0294318	0.61291564	9.302697	-0.26545334	0.0	-19.1875	-17.6875	-40.3125	-2.456676	1.3467351	-1.2774934
1276873067399	1.9885708	0.5720546	9.425281	-0.15690517	0.0	-18.9375	-17.9375	-40.3125	-2.4319766	1.3546855	-1.2906884
1276873067429	1.9885708	0.50395286	9.343558	-0.2405405	0.0	-18.9375	-18.1875	-39.8125	-2.385301	1.3546699	-1.322597
1276873067459	2.070293	0.46309182	9.234595	-0.33150864	0.0	-18.6875	-17.9375	-39.5625	-2.3296876	1.3449858	-1.3507346
1276873067489	2.0294318	0.5720546	9.534244	-0.042038918	0.0	-18.6875	-18.1875	-39.3125	-2.4114437	1.3531476	-1.2960459
1276873067519	1.879608	0.84446156	9.466142	-0.11882877	0.0	-18.9375	-18.4375	-38.75	-2.627022	1.3564597	-1.1485451
1276873067559	2.070293	0.84446156	9.234595	-0.30523014	0.0	-18.9375	-18.4375	-39.0	-2.5458581	1.3332459	-1.1835028
1276873067599	2.070293	0.6946377	9.193735	-0.35713196	0.0	-19.4375	-18.4375	-39.0	-2.4838114	1.3375952	-1.2470734
1276873067639	2.1792557	0.7627395	9.112013	-0.4066658	0.0	-19.1875	-18.6875	-38.75	-2.4632812	1.3226308	-1.2341216
1276873067696	2.070293	0.88532263	9.384419	-0.15588665	0.0	-18.9375	-18.6875	-39.0	-2.5651696	1.3353132	-1.1666988
1276873067729	2.1792557	0.6946377	9.193735	-0.33266258	0.0	-18.6875	-18.9375	-39.3125	-2.395046	1.3269593	-1.2622277
1276873067759	2.152015	0.7218784	9.043911	-0.48224163	0.0	-18.4375	-19.6875	-39.8125	-2.3766165	1.3248932	-1.2471483
1276873067789	1.9885708	0.6946377	9.234595	-0.33486652	0.0	-18.4375	-19.4375	-39.5625	-2.436629	1.3465343	-1.2347318
1276873067829	1.9885708	0.6537767	9.343558	-0.23147869	0.0	-18.6875	-19.4375	-40.0625	-2.4246848	1.3504008	-1.253161
1276873067869	2.1111538	0.6537767	9.193735	-0.35100842	0.0	-18.9375	-19.1875	-39.8125	-2.3967159	1.3348842	-1.2704849
1276873067949	1.9885708	0.61291564	9.425281	-0.15439701	0.0	-19.1875	-18.4375	-40.0625	-2.4539723	1.3535051	-1.2718161
1276873067979	1.9885708	0.6537767	9.234595	-0.33777523	0.0	-18.9375	-18.4375	-39.5625	-2.4639537	1.3478848	-1.253161
1276873068019	2.1792557	0.53119355	9.193735	-0.34324265	0.0	-19.1875	-18.6875	-39.5625	-2.3344517	1.3314945	-1.3317087
1276873068049	2.2201166	0.5720546	9.084772	-0.43705845	0.0	-19.6875	-18.6875	-39.0	-2.3666832	1.3235977	-1.3186132
1276873068080	2.1792557	0.53119355	9.112013	-0.422616	0.0	-19.9375	-19.1875	-39.0	-2.3554301	1.3294302	-1.3317087
1276873068119	2.1792557	0.42223078	9.384419	-0.16327095	0.0	-20.1875	-19.1875	-38.5	-2.320968	1.3385264	-1.3794175
1276873068149	2.2609777	0.7218784	9.343558	-0.16635895	0.0	-20.4375	-19.6875	-37.5	-2.4595604	1.3220406	-1.2617493
