#timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1277478613450	1.607201	3.1054392	9.302697	0.13150978	0.0	-3.8125	-5.625	-52.6875	0.065403976	1.2112551	-0.477584
1277478613480	1.3756552	3.0237172	9.275456	0.045729637	0.0	-2.375	-3.625	-52.9375	0.047777478	1.2268856	-0.42696688
1277478613519	1.7297841	3.1463003	8.921328	-0.18992233	0.0	-1.625	-1.6875	-53.6875	0.034032043	1.1881732	-0.502677
1277478613559	1.7570249	3.2961242	9.043911	-0.021769524	0.0	-1.125	0.0625	-53.9375	0.050680604	1.1791294	-0.48974282
1277478613599	1.7570249	3.568531	8.894087	-0.063635826	0.0	-1.875	-0.1875	-53.6875	0.075981155	1.150255	-0.45752215
1277478613639	2.070293	3.8681788	8.730643	-0.035618782	0.0	-2.375	-1.1875	-53.4375	0.06941573	1.1051314	-0.49141824
1277478613680	2.1792557	4.2086873	9.00305	0.36768627	0.0	-3.375	-2.4375	-52.9375	0.0875704	1.0862328	-0.4777855
1277478613719	2.3018389	4.0180025	8.580819	-0.056098938	0.0	-4.0625	-3.875	-52.6875	0.078652024	1.0759344	-0.52024066
1277478613759	2.2201166	4.099725	8.117727	-0.44533825	0.0	-4.3125	-4.875	-52.4375	0.071213774	1.0494652	-0.4963157
1277478613789	2.4108016	4.4810944	8.539958	0.13432884	0.0	-5.3125	-5.625	-52.4375	0.098266505	1.0334424	-0.49357882
1277478613819	2.3018389	4.440233	8.430995	-0.0038032532	0.0	-5.8125	-6.375	-52.4375	0.11318659	1.0353789	-0.47826293
1277478613849	2.2609777	4.0588636	7.9679036	-0.58309937	0.0	-6.0625	-6.875	-52.4375	0.10406065	1.0428929	-0.5082374
1277478613880	2.1792557	3.9090397	7.8589406	-0.76271915	0.0	-6.8125	-6.875	-52.9375	0.1428449	1.0531251	-0.5085765
1277478613909	2.2201166	4.0588636	8.076866	-0.49864006	0.0	-6.3125	-7.125	-52.9375	0.115536466	1.0506226	-0.50052154
1277478613949	2.3018389	4.6036777	8.430995	0.07130432	0.0	-6.8125	-7.625	-52.9375	0.13912247	1.0226967	-0.4636476
1277478613993	2.4925237	6.5513873	8.771504	1.4215574	0.0	-7.0625	-8.375	-53.1875	0.14319436	0.8965898	-0.3635466
1277478614029	1.9477097	6.4424243	7.7363577	0.4475994	0.0	-7.0625	-9.375	-52.1875	0.15477026	0.8548216	-0.293589
1277478614069	2.3426998	5.7886477	7.3958488	-0.12701893	0.0	-7.3125	-10.125	-51.75	0.12293372	0.8695878	-0.38455656
1277478614109	2.1792557	4.5219555	8.471856	0.04066372	0.0	-7.3125	-10.125	-51.75	0.12293372	0.8695878	-0.38455656
1277478614139	2.3426998	4.399372	8.580819	0.11671448	0.0	-6.8125	-10.125	-51.5	0.08141293	1.04457	-0.48931438
1277478614171	2.3426998	4.2904096	8.499097	-0.0020332336	0.0	-6.8125	-9.875	-51.5	0.08112694	1.0488418	-0.49979144
1277478614209	2.3018389	4.4810944	8.008764	-0.3452034	0.0	-6.5625	-8.875	-52.1875	0.095697455	1.0093068	-0.47452992
1277478614249	2.152015	4.862464	8.19945	-0.0339489	0.0	-5.8125	-9.125	-52.1875	0.08333557	0.9954717	-0.4166639
1277478614279	1.879608	4.7535014	7.9270425	-0.37443352	0.0	-5.8125	-8.875	-52.0	0.10968857	0.9980614	-0.37654796
1277478614319	2.0294318	4.7126403	7.8861814	-0.3981743	0.0	-5.5625	-8.875	-52.1875	0.0806286	0.9939737	-0.40663457
1277478614360	2.070293	4.7126403	8.308413	-0.03297043	0.0	-6.0625	-9.125	-52.0	0.10288924	1.0161377	-0.41392562
1277478614409	1.0760075	5.2165933	9.425281	1.0195475	0.0	-6.0625	-8.875	-51.75	0.24149983	1.0564193	-0.20341353
1277478614449	0.88532263	4.630918	9.152874	0.48918915	0.0	-5.8125	-8.875	-51.75	0.2636169	1.0951296	-0.18889719
1277478614479	0.10896278	4.3312707	8.390134	-0.3638687	0.0	-4.3125	-8.125	-52.0	0.24329016	1.0941173	-0.025151929
1277478614510	0.3405087	4.5628166	7.8861814	-0.6892443	0.0	-2.625	-7.125	-52.0	0.10513977	1.0450684	-0.07448879
1277478614549	1.1168685	3.636633	7.8180795	-1.1121197	0.0	-0.375	-5.875	-52.6875	-0.07616481	1.1179265	-0.29797247
