#timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1277223424002	3.214402	4.099725	8.117727	-0.16104889	0.0	3.625	-21.75	-50.1875	-0.84007865	1.0002369	-0.6649413
1277223424042	3.214402	4.0588636	8.281172	-0.04014778	0.0	3.625	-21.5	-50.1875	-0.84998333	1.0120414	-0.6698108
1277223424072	3.214402	4.140586	8.471856	0.15573788	0.0	3.875	-21.5	-50.6875	-0.8507856	1.0167148	-0.6601315
1277223424102	2.982856	4.140586	8.471856	0.08345699	0.0	4.125	-21.25	-50.6875	-0.864569	1.0286418	-0.6242829
1277223424132	2.8330324	4.1814466	8.580819	0.15030861	0.0	4.375	-20.75	-50.9375	-0.85958517	1.0387901	-0.59548193
1277223424162	2.7921712	4.140586	8.689782	0.21597385	0.0	4.625	-21.25	-50.9375	-0.90483665	1.0491835	-0.59329754
1277223424202	2.8330324	4.2086873	8.771504	0.3263855	0.0	4.625	-21.0	-50.6875	-0.8928161	1.0464162	-0.5924702
1277223424243	2.6014864	4.2495484	8.580819	0.11589241	0.0	5.375	-20.75	-50.6875	-0.88659614	1.0447127	-0.54932696
1277223424282	2.6423476	4.2086873	8.580819	0.10927105	0.0	5.875	-21.0	-51.1875	-0.89409316	1.0458636	-0.560633
1277223424322	2.7921712	4.140586	9.043911	0.5245161	0.0	6.125	-20.5	-50.9375	-0.91437346	1.0662643	-0.59329754
1277223424352	2.3699405	3.8681788	9.112013	0.3721609	0.0	7.125	-19.75	-51.4375	-0.97221786	1.1088668	-0.54968804
1277223424382	1.8387469	3.718355	9.343558	0.41632557	0.0	7.625	-19.25	-52.125	-1.0671363	1.1529781	-0.45924234
1277223424412	1.879608	3.9499009	9.80665	0.9313679	0.0	8.125	-18.5	-52.375	-1.0257443	1.151227	-0.44415146
1277223424472	1.2258313	3.405087	8.19945	-0.8440466	0.0	9.625	-17.5625	-52.875	-1.0200131	1.1551396	-0.34555557
1277223424512	3.5276701	3.405087	9.043911	0.48078918	0.0	10.625	-16.8125	-52.625	-0.73518336	1.0740162	-0.8030781
1277223424552	2.0294318	3.214402	8.390134	-0.5954981	0.0	10.375	-16.0625	-52.875	-0.8747471	1.1453799	-0.56315684
1277223424582	2.6014864	3.2961242	7.8180795	-0.9322748	0.0	9.375	-15.8125	-52.875	-0.729203	1.0779133	-0.66815543
1277223424623	3.3778462	3.3778462	7.8180795	-0.64466	0.0	6.875	-15.8125	-53.375	-0.62073207	1.0223138	-0.7853982
1277223424662	3.9090397	3.759216	8.771504	0.5060406	0.0	3.875	-16.0625	-54.125	-0.58856565	1.0170386	-0.80493385
1277223424692	3.1463003	3.9499009	8.730643	0.27923393	0.0	2.9375	-15.5625	-53.875	-0.58721375	1.0464072	-0.6726348
1277223424733	2.7240696	3.9499009	9.084772	0.46736336	0.0	2.6875	-15.3125	-54.375	-0.6102062	1.0848806	-0.60374933
1277223424772	2.3426998	3.9090397	9.956474	1.1432447	0.0	3.4375	-14.5625	-54.375	-0.6809074	1.1415406	-0.539907
1277223424802	2.2201166	3.8273177	9.615966	0.7784376	0.0	4.875	-13.8125	-54.625	-0.6654917	1.1395478	-0.52563703
1277223424832	2.070293	3.6774938	9.00305	0.13643742	0.0	5.375	-13.3125	-55.125	-0.6331159	1.1324581	-0.5127411
1277223424872	2.3426998	3.636633	9.084772	0.2554779	0.0	6.125	-11.5625	-54.875	-0.5697932	1.1263942	-0.5722833
1277223424912	2.152015	4.099725	9.193735	0.487216	0.0	6.375	-10.625	-55.125	-0.50731426	1.1042509	-0.4833819
1277223424942	1.5390993	3.3778462	10.119919	0.9725628	0.0	5.875	-9.125	-55.375	-0.59255797	1.2192359	-0.4275385
1277223424972	1.6480621	3.0237172	10.378705	1.1284533	0.0	6.375	-8.125	-55.625	-0.6075989	1.2504239	-0.4990311
1277223425012	2.3018389	3.445948	9.00305	0.10435009	0.0	6.875	-7.875	-55.875	-0.45013168	1.1394163	-0.5889142
1277223425042	0.5720546	3.0237172	6.66035	-2.4697318	0.0	8.375	-6.875	-55.375	-0.47454235	1.1379743	-0.18697926
1277223425082	2.6832085	4.1814466	8.539958	0.07337952	0.0	10.625	-7.125	-55.125	-0.43537998	1.0438874	-0.5705139
1277223425123	0.10896278	4.4810944	9.234595	0.45833015	0.0	11.5625	-7.375	-54.875	-0.5886615	1.1189015	-0.024311317
1277223425162	2.8330324	4.099725	5.7477865	-2.19936	0.0	12.8125	-7.125	-54.375	-0.37847123	0.8565131	-0.60468036
1277223425192	0.8036005	4.399372	8.430995	-0.2629652	0.0	13.3125	-7.875	-54.625	-0.60763454	1.0830919	-0.18067071
1277223425222	-5.597963	2.3426998	11.032481	2.7846594	0.0	13.0625	-8.375	-54.375	0.20637998	1.0679162	1.1744514
