#timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1277137572058	-0.46309182	2.4925237	9.425281	-0.04637146	0.0	-17.25	-10.625	-27.0625	1.5716171	1.308039	0.18369779
1277137572100	-0.6946377	2.5606253	9.302697	-0.13300037	0.0	-16.25	-10.625	-27.0625	1.4815376	1.2929679	0.2649013
1277137572150	-0.88532263	2.7240696	9.152874	-0.21605778	0.0	-15.25	-11.1875	-27.3125	1.4324147	1.2675083	0.3142319
1277137572195	-0.7627395	2.7240696	9.193735	-0.18754959	0.0	-14.5625	-11.6875	-28.3125	1.4939616	1.2722976	0.27300867
1277137572238	-0.6946377	2.6832085	9.302697	-0.099832535	0.0	-14.5625	-11.9375	-28.3125	1.5411594	1.2812284	0.25332174
1277137572268	-0.7627395	2.7649305	9.234595	-0.13688469	0.0	-14.8125	-11.4375	-28.0625	1.4811957	1.269649	0.26916748
1277137572298	-0.7627395	2.7240696	9.275456	-0.10941219	0.0	-15.0625	-11.4375	-28.0625	1.4836832	1.2747759	0.2730087
1277137572338	-0.7627395	2.6423476	9.275456	-0.13205051	0.0	-15.0625	-11.6875	-28.0625	1.5022146	1.2825475	0.28102073
1277137572378	-0.6946377	2.6832085	9.234595	-0.16508007	0.0	-15.25	-11.4375	-28.5625	1.4990857	1.2792119	0.25332174
1277137572419	-0.6946377	2.6832085	9.302697	-0.099832535	0.0	-15.5	-11.6875	-29.0625	1.5052123	1.2812284	0.25332174
1277137572458	-0.7218784	2.6832085	9.275456	-0.12394333	0.0	-15.5	-11.4375	-29.0625	1.4808881	1.2797371	0.26281267
1277137572498	-0.7218784	2.6832085	9.343558	-0.058686256	0.0	-15.75	-11.1875	-29.0625	1.4689708	1.281742	0.2628127
1277137572538	-0.84446156	2.7240696	9.425281	0.04066372	0.0	-15.75	-11.4375	-28.8125	1.4438725	1.2769685	0.30060565
1277137572579	-0.88532263	2.7649305	9.152874	-0.2043724	0.0	-15.25	-11.4375	-28.8125	1.4186784	1.2636433	0.3098817
1277137572618	-1.0760075	2.7921712	9.343558	0.004368782	0.0	-15.0625	-11.4375	-28.8125	1.3655567	1.2608618	0.36782745
1277137572659	-1.0351465	2.982856	9.043911	-0.22743893	0.0	-14.0625	-11.4375	-28.5625	1.3644643	1.23491	0.33402827
1277137572698	-1.1441092	2.982856	9.384419	0.10666084	0.0	-13.8125	-11.4375	-28.8125	1.3474913	1.2426715	0.36625558
1277137572740	-1.6889231	2.7649305	8.962189	-0.27679634	0.0	-13.3125	-11.6875	-29.0625	1.1880331	1.2239016	0.54835016
1277137572778	-0.9125633	2.6014864	9.043911	-0.35187244	0.0	-12.8125	-12.1875	-29.0625	1.4761702	1.2749097	0.3373743
1277137572818	-0.95342433	2.070293	9.275456	-0.25525093	0.0	-12.5625	-11.9375	-29.5625	1.4718767	1.3298378	0.43157303
1277137572858	-1.1849703	2.070293	9.615966	0.100774765	0.0	-12.5625	-11.6875	-29.0625	1.3810375	1.3276354	0.5198543
1277137572888	-1.1849703	2.070293	9.507003	-0.0049476624	0.0	-12.8125	-10.625	-29.0625	1.3142213	1.3249589	0.5198543
1277137572929	-1.1441092	1.9885708	9.466142	-0.06646347	0.0	-13.3125	-10.375	-29.3125	1.3012899	1.3330216	0.5220916
1277137572969	-1.1849703	1.9885708	9.615966	0.084020615	0.0	-14.3125	-10.375	-29.5625	1.2743908	1.3345605	0.53739226
1277137573008	-0.88532263	2.2201166	9.302697	-0.2018137	0.0	-14.5625	-10.625	-29.5625	1.3994274	1.3193074	0.3794482
1277137573048	-0.6537767	2.3699405	9.507003	0.013082504	0.0	-15.5	-11.4375	-29.3125	1.5344033	1.3177445	0.2691675
1277137573080	-0.5720546	2.1792557	9.534244	-0.009803772	0.0	-15.5	-11.1875	-28.8125	1.574979	1.3387382	0.25670832
1277137573119	-0.5720546	2.2201166	9.507003	-0.027116776	0.0	-15.75	-11.1875	-28.8125	1.5684004	1.3341622	0.25218317
1277137573175	-0.6946377	2.3018389	9.466142	-0.039930344	0.0	-16.25	-10.875	-28.8125	1.4879626	1.32206	0.29308456
1277137573208	-0.6946377	2.5606253	9.343558	-0.09370041	0.0	-16.0	-10.625	-29.0625	1.4558524	1.2941219	0.2649013
1277137573238	-0.6946377	2.3699405	9.534244	0.0422554	0.0	-16.25	-10.625	-29.3125	1.4686629	1.317338	0.28511775
1277137573278	-0.7627395	2.1792557	9.724928	0.18860626	0.0	-16.25	-10.625	-29.0625	1.4556906	1.3376935	0.3366748
1277137573308	-1.1168685	2.0294318	9.615966	0.08439541	0.0	-15.5	-9.875	-29.3125	1.2685035	1.3344032	0.5031008
1277137573348	-1.334794	2.070293	9.425281	-0.0647974	0.0	-14.8125	-9.375	-29.5625	1.1608596	1.3151649	0.57266635
1277137573389	-1.525479	1.7297841	9.425281	-0.103292465	0.0	-14.0625	-9.125	-30.125	1.0484021	1.3308139	0.7227189
1277137573428	-1.8387469	2.152015	9.534244	0.1388998	0.0	-13.0625	-8.375	-29.875	0.9700452	1.2821996	0.7070605
