#timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1276878081520	4.0588636	0.0	8.349273	-0.523077	0.0	-24.8125	1.75	-32.5	2.9289682	1.1183032	-1.5707964
1276878081557	4.140586	0.9942854	8.430995	-0.3612957	0.0	-23.5625	0.4375	-33.8125	2.2828457	1.1030965	-1.335127
1276878081590	4.0588636	1.0351465	8.430995	-0.3924284	0.0	-22.875	-0.5625	-34.5625	2.3035688	1.109687	-1.3210858
1276878081633	3.990762	1.0760075	8.240311	-0.5878277	0.0	-23.125	-1.0625	-34.8125	2.3147736	1.1058757	-1.3074344
1276878081670	4.099725	1.0760075	8.308413	-0.47952557	0.0	-22.875	-1.3125	-34.8125	2.315896	1.0990579	-1.3141268
1276878081710	4.2495484	0.95342433	8.281172	-0.4500761	0.0	-23.375	-1.0625	-34.5625	2.3829277	1.0866325	-1.350092
1276878081750	4.2495484	0.9942854	8.158588	-0.5540924	0.0	-23.5625	-1.625	-34.3125	2.4279199	1.0795927	-1.3409566
1276878081780	4.2904096	0.95342433	8.049625	-0.63533115	0.0	-23.5625	-1.3125	-33.8125	2.4062924	1.0710319	-1.3521274
1276878081820	4.399372	0.9942854	8.240311	-0.4127264	0.0	-24.3125	-1.3125	-33.8125	2.4393754	1.0699902	-1.3485243
1276878081860	4.399372	1.0760075	8.158588	-0.47526073	0.0	-24.3125	-1.875	-33.5625	2.4470732	1.0640259	-1.3309233
1276878081900	4.399372	1.0760075	8.076866	-0.54662704	0.0	-24.0625	-1.3125	-34.0625	2.3038075	1.0597426	-1.3309233
1276878081940	4.372132	0.9942854	8.158588	-0.4971552	0.0	-24.5625	-1.625	-34.0625	2.474093	1.0682788	-1.3471851
1276878081980	4.4810944	0.9942854	8.240311	-0.37417793	0.0	-24.5625	-1.875	-34.0625	2.5056677	1.0625739	-1.3524492
1276878082012	4.4810944	1.0351465	8.158588	-0.4410591	0.0	-24.8125	-1.3125	-33.8125	2.401348	1.0574859	-1.3437755
1276878082050	4.5628166	1.0351465	8.008764	-0.53135395	0.0	-25.8125	-1.3125	-33.3125	2.4342039	1.0420716	-1.3477068
1276878082090	4.630918	1.0760075	8.117727	-0.39916897	0.0	-25.8125	-0.8125	-32.75	2.3806098	1.0409827	-1.3424944
1276878082130	4.7943625	0.88532263	8.008764	-0.43061638	0.0	-26.3125	-0.3125	-32.25	2.4482965	1.0239604	-1.3881942
1276878082160	4.903325	0.95342433	7.6954966	-0.6321049	0.0	-26.75	0.1875	-31.5	2.3122923	0.99505293	-1.3787483
1276878082200	4.944186	0.84446156	7.4639506	-0.81395054	0.0	-27.0	0.4375	-31.25	2.3167357	0.9791096	-1.4016298
1276878082240	5.175732	0.7627395	7.6954966	-0.50124073	0.0	-27.5	0.4375	-31.25	2.402856	0.9737357	-1.424481
1276878082281	5.2165933	0.8036005	7.7772183	-0.40751457	0.0	-27.5	0.4375	-30.75	2.412044	0.97453296	-1.4179509
1276878082320	5.053149	0.95342433	7.668256	-0.573802	0.0	-27.5	0.1875	-31.0	2.343382	0.98007774	-1.3843094
1276878082360	4.862464	0.95342433	7.5456724	-0.77948284	0.0	-27.0	0.4375	-30.25	2.34249	0.9897429	-1.3771744
1276878082402	5.09401	0.61291564	7.8589406	-0.42115307	0.0	-27.0	0.6875	-29.6875	2.5754128	0.99241644	-1.4510511
1276878082453	5.366417	0.50395286	8.240311	0.039928436	0.0	-27.0	0.6875	-30.0	2.65191	0.99154085	-1.4771624
1276878082490	5.012288	0.5720546	8.049625	-0.30682087	0.0	-26.5	1.1875	-30.0	2.5526469	1.0109642	-1.4571576
1276878082521	4.7943625	0.5720546	7.6273947	-0.7794514	0.0	-26.5	0.9375	-30.25	2.5423365	1.0064433	-1.4520396
1276878082560	4.862464	0.5720546	7.8589406	-0.5473976	0.0	-26.0625	0.9375	-31.0	2.5142999	1.0136476	-1.4536875
1276878082590	5.175732	0.5720546	8.349273	0.03336048	0.0	-26.0625	1.1875	-31.25	2.4928043	1.0131489	-1.4607168
1276878082620	5.175732	0.6537767	8.390134	0.07312584	0.0	-26.3125	0.9375	-31.5	2.4806116	1.0145122	-1.445146
1276878082650	5.175732	0.6946377	8.158588	-0.11989212	0.0	-26.5	0.9375	-31.75	2.40378	1.0014274	-1.437383
1276878082690	5.09401	0.5720546	7.8589406	-0.42373276	0.0	-26.5	1.1875	-31.0	2.4513402	0.99283767	-1.4589654
1276878082730	5.053149	0.7627395	7.9270425	-0.375103	0.0	-26.5	0.6875	-30.0	2.457318	0.9981715	-1.4209839
1276878082770	5.012288	1.1441092	7.6954966	-0.5517769	0.0	-26.3125	-0.0625	-30.0	2.249827	0.98181593	-1.3463804
1276878082810	5.012288	1.3756552	7.668256	-0.5428715	0.0	-26.5	-0.5625	-30.25	2.1577528	0.97511715	-1.3029355
1276878082840	4.8216033	1.4165162	7.3549876	-0.89877605	0.0	-27.0	-1.625	-30.5	2.2166467	0.97139347	-1.2850509
1276878082880	4.630918	1.4165162	7.246025	-1.0913305	0.0	-26.5	-2.125	-32.0	2.1577997	0.9816448	-1.2739516
1276878082910	4.399372	1.4982382	8.008764	-0.54708767	0.0	-26.5	-2.375	-32.25	2.346364	1.0449874	-1.2425584
1276878082942	4.440233	1.607201	8.499097	-0.08382034	0.0	-25.5625	-2.625	-32.25	2.3478613	1.0636585	-1.2235038
1276878082980	4.3312707	1.4573772	8.19945	-0.41970062	0.0	-25.0625	-2.375	-32.75	2.3316636	1.0623349	-1.2462183
1276878083010	4.140586	1.2666923	7.9679036	-0.7382183	0.0	-25.0625	-2.375	-32.75	2.3316636	1.0623349	-1.2462183
1276878083040	4.372132	1.0760075	7.9270425	-0.6901083	0.0	-25.3125	-2.375	-32.75	2.5598044	1.0542357	-1.329486
1276878083080	4.6036777	0.9942854	8.049625	-0.48040104	0.0	-25.8125	-2.125	-32.75	2.6015668	1.0414057	-1.3580872
1276878083110	4.4810944	1.1441092	8.076866	-0.49939728	0.0	-25.8125	-2.625	-32.5	2.5808284	1.0507647	-1.3208177
1276878083150	4.671779	1.1849703	8.076866	-0.40104294	0.0	-25.8125	-1.625	-32.25	2.408922	1.0327839	-1.3223907
1276878083193	4.862464	1.0760075	7.6954966	-0.6402979	0.0	-25.0625	-1.3125	-32.25	2.238666	0.9964314	-1.3530173
1276878083231	4.8216033	1.0760075	7.7772183	-0.5930309	0.0	-25.3125	-0.8125	-32.0	2.2543359	1.004885	-1.3512303
1276878083271	4.7126403	1.1168685	7.7363577	-0.6793499	0.0	-25.8125	-0.3125	-32.0	2.2292936	1.0114579	-1.3380953
1276878083310	4.862464	1.1168685	7.7772183	-0.5667324	0.0	-26.3125	-1.0625	-31.75	2.3337772	1.0004199	-1.3450207
1276878083341	4.944186	1.1168685	7.7772183	-0.5234661	0.0	-27.0	-1.3125	-31.75	2.3874352	0.9931952	-1.3486298
1276878083380	4.944186	1.1168685	7.8589406	-0.45489502	0.0	-26.75	-1.625	-31.5	2.4453282	0.9979667	-1.3486298
1276878083410	4.944186	1.0351465	7.7772183	-0.5329437	0.0	-26.75	-1.625	-31.5	2.4453282	0.9979667	-1.3486298
1276878083443	4.862464	1.0351465	7.7772183	-0.5762539	0.0	-26.75	-1.3125	-31.0	2.486465	1.0020299	-1.3610424
1276878083480	4.862464	1.0351465	7.8861814	-0.4842615	0.0	-26.5	-1.0625	-30.75	2.4768898	1.0083253	-1.3610424
1276878083520	4.7535014	1.0760075	8.008764	-0.4314766	0.0	-27.25	-1.3125	-31.0	2.5357046	1.024111	-1.3481869
1276878083560	4.7535014	1.0760075	7.8180795	-0.5938368	0.0	-27.25	-1.3125	-31.25	2.4945269	1.013351	-1.3481869
1276878083602	4.8216033	1.0351465	7.8589406	-0.52859306	0.0	-27.25	-1.625	-32.0	2.5265758	1.0104027	-1.3593172
1276878083640	4.9850473	0.9942854	7.7363577	-0.5497322	0.0	-27.5	-1.3125	-31.5	2.4980936	0.98947525	-1.3739263
1276878083680	4.944186	1.0351465	7.668256	-0.6241312	0.0	-26.75	-1.3125	-31.75	2.4044836	0.9883015	-1.364411
1276878083720	5.09401	1.0760075	7.9679036	-0.28855038	0.0	-26.0625	-1.3125	-31.25	2.4001923	0.9920184	-1.3626264
1276878083760	4.903325	0.95342433	8.049625	-0.33310318	0.0	-26.0625	-0.8125	-31.25	2.4825377	1.0154065	-1.3787483
1276878083790	4.671779	0.9942854	7.8861814	-0.5867815	0.0	-25.8125	-0.8125	-31.5	2.4402287	1.0262191	-1.3610971
1276878083820	4.7535014	1.0760075	7.8861814	-0.5359745	0.0	-26.0625	-0.8125	-31.25	2.3935845	1.017237	-1.3481869
1276878083850	4.8216033	0.9942854	7.8589406	-0.5330639	0.0	-26.3125	-0.8125	-31.75	2.418827	1.0111715	-1.3674324
1276878083880	4.944186	0.88532263	7.9270425	-0.42226028	0.0	-26.75	-0.8125	-31.75	2.5115652	1.0060141	-1.3936107
1276878083910	4.944186	0.9942854	7.8861814	-0.4458046	0.0	-26.75	-0.8125	-32.5	2.3824797	1.0018418	-1.3723414
1276878083940	4.8216033	1.1168685	7.8861814	-0.49605846	0.0	-26.75	-0.3125	-32.25	2.287056	1.0103385	-1.3431724
1276878083970	4.7535014	1.1168685	7.8861814	-0.5311432	0.0	-26.75	-0.3125	-32.25	2.287056	1.0103385	-1.3431724
1276878084000	4.7943625	0.9942854	8.008764	-0.41970062	0.0	-26.3125	-0.8125	-32.5	2.4201431	1.022053	-1.3663087
1276878084040	4.8216033	0.8036005	7.8861814	-0.5284233	0.0	-26.5	-1.0625	-32.25	2.589877	1.0159215	-1.4056476
1276878084080	4.7126403	0.95342433	7.7363577	-0.69790554	0.0	-26.3125	-1.0625	-32.75	2.4251525	1.0147204	-1.3711785
